material,tool_material,coolant,tool_diameter_mm,num_flutes,cutting_speed_m_min,feed_per_tooth_mm,axial_depth_mm,radial_depth_mm,rpm,table_feed_mm_min,mrr_cm3_min,torque_Nm,tool_life_min,machining_time_min,VB_mm
S45C,cbn,water_soluble,10,2,224.8,0.181,2.67,1.42,7156.0,2591.0,9.81,436.36,5.0,3.5,0.2144
SKD11,cbn,dry,16,3,33.5,0.072,2.44,4.06,666.0,144.0,1.43,1023.88,459.7,40.6,0.0418
SUS304,hss,mql,16,6,55.4,0.115,2.06,4.06,1101.0,761.0,6.37,2301.64,155.4,20.4,0.0565
FC250,cbn,mql,6,3,152.7,0.287,3.73,1.65,8103.0,6986.0,43.06,1015.02,17.7,20.6,0.4394
SKD11,cermet,oil,25,6,106.1,0.081,2.24,6.7,1351.0,660.0,9.89,3493.26,9.2,8.4,0.2221
SKD11,cermet,mql,12,3,39.0,0.141,1.25,0.76,1035.0,438.0,0.42,192.48,510.0,154.6,0.0983
A5052,cermet,dry,8,3,232.1,0.379,4.23,2.63,9233.0,10504.0,116.86,1611.47,11.3,7.1,0.17
S45C,carbide,oil,6,3,116.7,0.082,3.47,5.59,6192.0,1522.0,29.54,1518.42,43.7,34.7,0.2157
SKD11,carbide,dry,16,3,88.3,0.141,0.63,0.75,1756.0,742.0,0.35,95.37,16.2,6.4,0.1064
A5052,cermet,dry,8,3,187.2,0.273,9.33,8.06,7450.0,6098.0,458.74,7840.17,17.1,1.2,0.0313
FC250,carbide,oil,16,6,180.1,0.155,5.98,15.73,3584.0,3334.0,313.77,16721.76,5.6,2.2,0.1232
SKD11,cbn,oil,8,2,111.4,0.046,0.27,0.51,4432.0,406.0,0.06,6.02,33.8,13.3,0.108
S45C,hss,mql,25,6,220.4,0.138,9.11,26.83,2806.0,2322.0,567.17,64340.35,4.8,3.6,0.1799
S45C,cbn,mql,12,3,226.0,0.151,7.17,12.21,5995.0,2714.0,237.63,12618.01,4.8,3.5,0.192
A5052,hss,oil,8,3,208.1,0.117,8.87,17.66,8278.0,2913.0,455.94,7012.5,7.5,8.5,0.4387
FC250,cermet,oil,8,6,133.8,0.284,7.5,10.57,5323.0,9082.0,719.95,25832.54,14.7,10.9,0.2177
SKD11,hss,oil,6,2,92.1,0.138,0.57,1.18,4886.0,1346.0,0.9,88.23,6.7,1.5,0.0781
FC250,carbide,water_soluble,25,3,180.3,0.239,7.65,12.13,2295.0,1644.0,152.64,12699.91,5.1,5.7,0.4425
A5052,cbn,mql,10,3,168.3,0.477,9.8,25.85,5358.0,7665.0,1941.99,46149.31,39.1,24.5,0.1783
SUS304,carbide,mql,8,2,96.6,0.176,2.75,2.0,3845.0,1356.0,7.47,772.75,28.5,24.3,0.1868
FC250,carbide,dry,6,3,164.7,0.058,8.5,12.15,8740.0,1534.0,158.5,3463.45,7.2,4.7,0.1602
A5052,carbide,oil,12,6,404.9,0.409,14.21,18.45,10741.0,26386.0,6915.81,81983.33,4.6,5.3,0.5764
SKD11,cermet,water_soluble,25,6,63.2,0.113,0.31,0.67,804.0,544.0,0.11,67.59,282.2,7.9,0.0112
S45C,carbide,oil,16,3,102.5,0.199,4.77,6.33,2038.0,1216.0,36.71,5732.82,41.9,38.2,0.2088
SKD11,hss,mql,20,3,33.0,0.032,0.34,0.67,525.0,50.0,0.01,10.34,503.2,81.0,0.0667
A5052,hss,oil,25,3,305.3,0.408,0.69,1.36,3887.0,4755.0,4.49,147.11,4.7,1.3,0.0768
S45C,carbide,mql,25,6,154.8,0.168,7.81,2.91,1971.0,1981.0,45.08,7280.37,7.4,6.8,0.2625
A5052,cbn,mql,12,3,485.3,0.315,0.66,0.59,12873.0,12158.0,4.72,46.72,6.4,1.3,0.0666
A5052,cbn,water_soluble,10,3,426.3,0.29,4.74,9.49,13568.0,11786.0,530.18,4975.13,6.1,7.1,0.4765
FC250,carbide,dry,12,2,191.4,0.182,7.66,10.38,5077.0,1850.0,147.07,5532.85,4.7,2.7,0.1643
SKD11,cbn,oil,6,3,87.7,0.104,2.73,4.4,4655.0,1448.0,17.38,1782.36,39.0,35.0,0.2626
FC250,carbide,oil,20,4,110.7,0.215,3.96,9.45,1762.0,1517.0,56.82,6158.12,30.2,8.2,0.0748
S45C,hss,water_soluble,12,4,138.9,0.266,8.62,1.07,3686.0,3916.0,35.94,3103.73,4.9,3.0,0.184
SKD11,cbn,mql,25,3,46.2,0.106,2.08,1.95,588.0,187.0,0.76,616.99,533.5,228.8,0.1162
S45C,carbide,mql,25,6,162.6,0.071,8.51,18.48,2070.0,888.0,139.64,21471.99,7.7,8.8,0.4719
A5052,hss,dry,16,4,374.7,0.064,11.0,27.21,7455.0,1904.0,569.72,9729.9,5.1,4.4,0.2536
SUS304,hss,mql,16,6,114.0,0.133,1.02,1.03,2268.0,1814.0,1.91,334.75,5.1,2.4,0.1435
A5052,carbide,oil,6,3,255.6,0.281,9.5,23.46,13562.0,11417.0,2544.97,23892.3,9.7,1.1,0.047
S45C,carbide,mql,25,2,235.0,0.299,2.22,0.74,2992.0,1792.0,2.92,311.02,5.3,2.6,0.1177
SKD11,hss,dry,25,3,113.9,0.057,1.4,0.88,1450.0,249.0,0.3,100.14,5.2,2.4,0.1232
A5052,hss,water_soluble,16,4,372.8,0.227,4.83,9.69,7416.0,6741.0,315.36,5414.48,5.1,1.2,0.0745
A5052,hss,oil,10,6,384.8,0.059,7.78,13.94,12250.0,4314.0,467.65,4860.79,4.7,4.6,0.2778
SKD11,cbn,oil,6,6,61.2,0.097,2.92,8.62,3246.0,1898.0,47.73,7020.18,230.7,249.5,0.3961
S45C,cermet,mql,12,4,232.3,0.119,3.09,3.16,6162.0,2925.0,28.58,1476.27,4.9,4.6,0.2757
A5052,carbide,oil,12,4,372.8,0.447,8.23,18.86,9888.0,17668.0,2740.81,35290.81,4.6,1.6,0.0984
A5052,cbn,dry,12,6,435.9,0.393,4.31,3.55,11562.0,27235.0,415.89,4580.05,4.5,4.9,0.3543
FC250,hss,oil,16,4,132.8,0.227,6.08,6.14,2643.0,2397.0,89.58,6473.69,5.4,2.4,0.1188
S45C,carbide,mql,8,6,192.9,0.104,4.61,3.14,7677.0,4768.0,68.96,2859.54,4.6,1.1,0.0674
SUS304,carbide,dry,16,6,148.8,0.11,4.07,9.13,2960.0,1962.0,72.93,9804.74,4.6,1.6,0.1169
A5052,carbide,dry,8,4,309.2,0.21,14.23,18.29,12304.0,10349.0,2693.47,27872.27,4.7,1.2,0.0931
SUS304,cbn,mql,6,3,64.8,0.16,0.62,1.63,3440.0,1653.0,1.67,193.32,518.9,277.2,0.1403
FC250,hss,oil,8,3,117.5,0.095,8.66,10.78,4676.0,1326.0,123.91,5061.16,8.7,4.6,0.1628
FC250,cbn,water_soluble,16,2,93.9,0.159,8.5,15.42,1867.0,596.0,78.1,7989.07,106.4,123.1,0.4833
A5052,cermet,dry,20,3,196.7,0.1,13.87,22.66,3130.0,937.0,294.39,11974.08,20.6,11.2,0.1608
A5052,cbn,mql,8,6,405.2,0.239,14.73,10.81,16121.0,23103.0,3678.6,29054.35,5.4,2.3,0.1337
SUS304,cermet,dry,8,6,77.3,0.062,4.45,9.6,3074.0,1152.0,49.18,6365.43,76.2,29.3,0.1082
A5052,hss,water_soluble,25,4,272.4,0.191,9.17,12.29,3469.0,2650.0,298.67,10963.68,4.9,4.0,0.1987
SKD11,carbide,oil,12,2,100.9,0.053,2.34,4.98,2677.0,284.0,3.31,589.6,12.2,3.0,0.0784
SUS304,carbide,oil,6,4,55.3,0.174,3.26,5.03,2936.0,2044.0,33.53,4544.47,440.1,89.8,0.0756
S45C,carbide,water_soluble,12,2,94.9,0.221,6.01,10.93,2518.0,1112.0,73.11,9241.05,47.5,43.7,0.2247
A5052,cermet,oil,12,2,441.0,0.214,1.95,4.11,11697.0,5013.0,40.24,438.05,5.0,2.0,0.1186
SKD11,hss,water_soluble,12,3,103.6,0.086,1.59,4.47,2747.0,709.0,5.03,874.4,5.3,2.6,0.1385
SUS304,cbn,mql,10,4,113.3,0.124,3.62,4.82,3607.0,1792.0,31.22,3444.07,25.9,6.2,0.0811
S45C,carbide,dry,8,2,247.6,0.075,4.53,4.52,9852.0,1481.0,30.27,977.98,5.4,2.3,0.1068
S45C,cermet,water_soluble,8,6,127.5,0.283,6.99,5.87,5072.0,8609.0,353.54,22185.56,17.5,9.0,0.1572
FC250,carbide,water_soluble,25,6,132.0,0.226,2.24,4.28,1680.0,2276.0,21.8,2477.58,22.6,22.7,0.3114
FC250,cbn,oil,10,3,88.5,0.186,8.95,18.3,2818.0,1568.0,256.76,17403.83,118.2,133.9,0.4892
SKD11,cbn,water_soluble,16,4,67.4,0.122,1.73,3.06,1341.0,656.0,3.48,1237.24,181.3,59.6,0.1138
S45C,carbide,mql,8,3,135.1,0.179,8.86,9.76,5374.0,2878.0,248.85,14739.82,11.2,7.1,0.1705
A5052,cbn,oil,10,4,475.9,0.213,6.26,3.68,15148.0,12885.0,296.65,2493.42,5.3,5.3,0.3369
SUS304,cermet,mql,8,3,51.8,0.067,0.63,1.29,2061.0,413.0,0.33,64.26,461.1,251.7,0.1526
S45C,carbide,dry,10,3,96.2,0.08,7.94,8.66,3062.0,733.0,50.45,5245.03,38.5,30.2,0.209
SUS304,carbide,dry,6,6,60.2,0.042,2.47,2.59,3194.0,813.0,5.2,647.63,333.0,37.4,0.0532
S45C,carbide,dry,16,6,195.5,0.202,5.87,15.22,3888.0,4706.0,420.16,34394.9,4.6,4.9,0.3428
A5052,carbide,oil,6,6,179.6,0.071,2.11,2.5,9529.0,4055.0,21.4,285.95,84.5,90.1,0.4046
S45C,cermet,mql,8,3,128.7,0.245,1.94,3.94,5122.0,3770.0,28.84,1792.47,22.5,22.1,0.2509
SUS304,cbn,mql,25,2,121.5,0.139,3.42,4.54,1547.0,429.0,6.67,1714.75,17.4,14.5,0.2107
SKD11,hss,dry,8,2,73.2,0.126,2.32,2.22,2911.0,731.0,3.77,618.96,9.1,3.6,0.1279
S45C,cbn,mql,20,4,217.0,0.144,7.99,8.75,3453.0,1994.0,139.48,12858.12,4.5,2.7,0.1821
SUS304,carbide,oil,20,4,147.0,0.034,3.99,4.19,2339.0,320.0,5.36,911.88,7.3,2.1,0.0902
S45C,cermet,dry,6,6,88.5,0.079,1.18,2.81,4694.0,2222.0,7.35,498.29,129.4,91.0,0.175
A5052,hss,water_soluble,8,2,157.9,0.435,10.57,23.16,6282.0,5470.0,1338.81,27137.1,8.2,8.2,0.3084
A5052,hss,dry,8,4,158.5,0.222,8.13,16.71,6305.0,5606.0,761.95,15386.79,6.9,3.8,0.1504
SUS304,carbide,dry,6,4,92.9,0.039,1.09,1.77,4930.0,774.0,1.49,120.43,55.7,36.4,0.1964
SUS304,carbide,oil,10,4,128.2,0.09,3.0,7.58,4080.0,1475.0,33.53,3270.43,7.7,3.8,0.1225
S45C,carbide,water_soluble,10,3,147.5,0.154,2.14,1.18,4694.0,2169.0,5.49,372.35,16.1,2.5,0.0643
S45C,hss,dry,6,4,128.0,0.253,1.62,3.81,6789.0,6877.0,42.54,1994.47,4.9,4.6,0.2262
SKD11,cermet,dry,12,4,113.5,0.054,1.14,1.85,3011.0,650.0,1.37,217.1,6.3,1.6,0.0719
S45C,cbn,oil,12,3,174.7,0.215,3.66,4.51,4634.0,2993.0,49.37,3391.64,9.3,3.6,0.1024
A5052,carbide,dry,25,3,391.3,0.234,3.49,4.51,4983.0,3498.0,55.09,1407.75,5.2,2.3,0.1196
SUS304,hss,water_soluble,16,2,126.1,0.04,0.39,1.15,2508.0,202.0,0.09,14.25,10.2,7.3,0.1771
A5052,hss,mql,12,2,223.1,0.188,7.39,10.24,5918.0,2226.0,168.42,3623.57,5.1,4.3,0.2278
A5052,cermet,mql,16,3,357.1,0.19,14.92,1.63,7104.0,4043.0,98.33,1762.43,5.4,1.3,0.0889
S45C,cermet,dry,6,6,225.9,0.234,2.55,3.35,11982.0,16836.0,143.86,3821.54,5.3,5.5,0.378
S45C,cermet,water_soluble,6,6,92.6,0.254,8.75,16.97,4915.0,7495.0,1112.78,72065.57,54.8,46.8,0.2419
FC250,carbide,mql,25,3,81.0,0.078,2.78,2.23,1031.0,240.0,1.49,275.26,179.6,10.1,0.0228
FC250,cbn,oil,16,6,116.6,0.294,7.19,15.51,2320.0,4091.0,456.28,37556.68,39.1,34.9,0.2408
FC250,carbide,water_soluble,6,6,181.6,0.218,7.46,13.35,9632.0,12572.0,1252.68,24839.35,5.3,1.4,0.0867
SKD11,cermet,water_soluble,12,3,45.9,0.067,1.25,3.71,1219.0,246.0,1.14,445.93,461.5,218.1,0.115
FC250,cbn,dry,12,6,196.0,0.125,7.69,10.29,5200.0,3901.0,308.63,11335.5,5.6,2.3,0.1113
FC250,cermet,dry,25,2,91.1,0.158,6.07,16.62,1160.0,365.0,36.88,6072.47,47.9,8.4,0.0578
SUS304,hss,oil,25,4,96.2,0.2,4.24,9.55,1225.0,979.0,39.66,12886.93,6.5,6.8,0.3117
SUS304,cermet,water_soluble,12,4,138.7,0.144,4.92,1.4,3678.0,2119.0,14.56,1575.11,6.2,3.0,0.156
SKD11,hss,dry,20,3,80.7,0.036,1.69,2.13,1285.0,137.0,0.49,183.51,11.1,12.2,0.3534
SKD11,carbide,dry,16,3,119.0,0.098,2.4,5.37,2367.0,698.0,8.99,1812.93,5.2,3.4,0.1733
SUS304,cermet,dry,6,3,132.6,0.189,4.07,5.5,7033.0,3993.0,89.52,5064.81,5.4,3.7,0.1671
SKD11,cermet,mql,6,3,40.7,0.13,2.88,8.31,2159.0,845.0,20.26,4480.47,514.5,180.3,0.0994
A5052,cermet,water_soluble,12,4,324.7,0.202,4.79,1.43,8614.0,6947.0,47.56,703.07,10.8,2.5,0.0653
SUS304,carbide,water_soluble,12,3,59.6,0.098,4.8,14.34,1581.0,466.0,32.09,8076.83,315.5,31.5,0.0437
SKD11,carbide,mql,10,2,48.3,0.14,2.76,8.2,1537.0,429.0,9.72,3018.34,410.7,74.2,0.0706
SKD11,hss,mql,25,2,58.6,0.043,0.49,1.21,746.0,64.0,0.04,24.13,129.1,132.8,0.3373
SUS304,cbn,water_soluble,16,6,106.6,0.043,1.06,1.55,2120.0,549.0,0.9,169.49,103.9,88.1,0.2404
SUS304,hss,dry,25,2,62.9,0.071,4.34,12.08,801.0,113.0,5.94,2949.79,49.0,16.8,0.1035
SKD11,hss,oil,10,6,91.5,0.023,0.53,1.42,2914.0,395.0,0.3,48.51,15.8,2.6,0.0636
SUS304,cermet,mql,16,6,65.8,0.053,3.07,8.32,1309.0,419.0,10.69,3250.33,338.7,127.2,0.1139
SKD11,hss,water_soluble,10,2,38.5,0.062,1.28,2.59,1227.0,151.0,0.5,195.72,536.1,134.8,0.0908
SKD11,carbide,water_soluble,20,2,89.7,0.04,0.49,1.05,1428.0,113.0,0.06,19.54,51.1,59.4,0.5387
S45C,cbn,dry,16,3,241.0,0.075,1.98,5.72,4794.0,1080.0,12.22,811.13,5.5,1.0,0.0729
SUS304,hss,oil,25,3,81.7,0.141,0.68,0.87,1040.0,441.0,0.26,99.21,35.4,39.5,0.4248
SUS304,cermet,water_soluble,8,3,129.2,0.05,4.66,11.57,5139.0,765.0,41.22,3191.73,13.0,4.8,0.0996
A5052,carbide,oil,16,2,470.5,0.198,10.73,20.43,9359.0,3707.0,812.77,11056.7,4.8,3.4,0.1993
SUS304,cermet,mql,6,6,94.8,0.083,2.66,3.03,5029.0,2492.0,20.12,1592.05,49.9,52.6,0.3606
FC250,cermet,mql,25,6,170.3,0.102,2.37,4.75,2168.0,1330.0,14.95,1317.28,14.7,1.4,0.0443
A5052,cermet,water_soluble,8,4,494.1,0.414,2.82,2.71,19661.0,32543.0,248.65,1610.28,5.2,4.9,0.2843
A5052,cermet,water_soluble,10,3,229.2,0.058,8.84,6.02,7296.0,1265.0,67.34,1175.25,36.1,9.0,0.0691
A5052,cermet,mql,25,3,492.0,0.439,5.18,7.48,6265.0,8242.0,319.66,6496.6,4.6,5.4,0.4848
FC250,cermet,dry,6,4,159.4,0.16,6.88,1.15,8458.0,5424.0,42.95,969.71,7.2,3.7,0.1281
A5052,carbide,dry,6,3,369.6,0.305,9.38,15.67,19608.0,17929.0,2635.0,17110.24,4.7,1.6,0.1139
SUS304,carbide,mql,16,3,84.5,0.088,4.53,1.15,1682.0,443.0,2.31,546.65,61.2,72.0,0.5746
A5052,cbn,dry,12,3,251.2,0.432,6.85,19.9,6665.0,8644.0,1177.55,22496.63,10.1,4.0,0.1251
S45C,hss,water_soluble,12,3,138.7,0.238,4.53,11.47,3680.0,2630.0,136.73,11828.1,4.8,4.9,0.2902
SUS304,cbn,dry,8,3,76.9,0.198,3.45,5.07,3061.0,1820.0,31.8,4133.97,81.2,27.5,0.0894
A5052,hss,mql,6,2,230.4,0.066,12.17,18.66,12224.0,1614.0,366.37,3816.12,6.4,4.0,0.1834
SKD11,carbide,mql,20,2,88.4,0.024,0.24,0.53,1406.0,67.0,0.01,2.89,77.1,85.5,0.3703
A5052,cermet,water_soluble,8,3,263.4,0.284,11.85,25.24,10481.0,8922.0,2667.7,32408.16,9.5,10.9,0.4363
SKD11,cermet,water_soluble,8,3,63.9,0.02,1.45,1.57,2543.0,154.0,0.35,65.64,371.4,104.9,0.0911
S45C,hss,mql,25,6,195.8,0.059,6.25,9.35,2493.0,890.0,52.03,6643.89,5.3,3.8,0.1952
SKD11,carbide,mql,25,2,94.3,0.111,1.92,3.18,1200.0,267.0,1.63,649.71,12.5,4.3,0.1153
S45C,carbide,dry,16,3,224.8,0.278,8.55,12.56,4473.0,3735.0,400.92,28529.59,5.5,3.8,0.167
SKD11,cermet,water_soluble,10,6,36.2,0.022,2.72,4.94,1151.0,149.0,2.01,832.1,521.8,80.2,0.0597
A5052,cbn,dry,6,3,372.3,0.249,7.62,15.76,19749.0,14770.0,1774.46,11440.16,4.8,1.4,0.0766
SUS304,carbide,oil,6,2,83.6,0.094,2.49,3.75,4436.0,838.0,7.82,701.51,75.3,56.0,0.2247
FC250,carbide,oil,16,2,88.1,0.058,6.25,11.8,1753.0,204.0,15.05,1639.6,128.0,7.0,0.0277
S45C,carbide,dry,10,6,229.6,0.178,1.28,2.56,7308.0,7791.0,25.6,1114.88,5.3,4.5,0.1964
SKD11,carbide,oil,25,4,101.8,0.097,1.08,2.04,1296.0,505.0,1.11,410.08,12.3,14.5,0.5199
SUS304,cbn,mql,25,3,124.0,0.106,0.62,0.73,1579.0,502.0,0.23,57.42,32.7,22.8,0.1672
S45C,carbide,mql,6,4,200.2,0.132,4.21,9.49,10622.0,5626.0,224.92,6740.5,5.4,4.6,0.1955
A5052,cermet,dry,6,3,296.2,0.181,11.59,23.04,15717.0,8549.0,2283.57,18499.82,4.6,1.1,0.0739
SUS304,carbide,water_soluble,10,3,138.9,0.066,4.91,10.5,4422.0,871.0,44.95,4044.88,6.0,6.9,0.4469
A5052,cermet,oil,12,6,270.6,0.332,13.7,8.58,7177.0,14278.0,1678.94,29784.26,8.7,2.6,0.0987
SUS304,cbn,oil,25,2,135.7,0.094,2.47,0.59,1728.0,324.0,0.47,107.99,15.5,17.0,0.4528
SKD11,hss,oil,25,3,82.9,0.046,2.41,5.78,1055.0,146.0,2.04,921.13,11.7,1.6,0.048
SUS304,hss,dry,8,4,67.8,0.147,4.2,5.45,2699.0,1587.0,36.39,5365.81,24.5,28.6,0.4932
A5052,carbide,water_soluble,16,2,452.6,0.08,9.93,4.02,9005.0,1444.0,57.6,814.45,4.6,5.1,0.4908
A5052,hss,water_soluble,8,2,264.5,0.292,3.57,8.78,10525.0,6140.0,192.27,2326.0,5.0,4.9,0.2799
FC250,cermet,dry,6,2,86.0,0.202,1.95,4.94,4564.0,1845.0,17.79,744.6,72.7,73.6,0.2685
SKD11,cbn,water_soluble,12,4,81.1,0.041,2.82,7.41,2152.0,357.0,7.46,1655.6,94.5,71.2,0.1701
SUS304,hss,water_soluble,6,2,100.1,0.113,2.44,1.9,5309.0,1202.0,5.6,419.37,10.0,11.5,0.4572
SUS304,cbn,mql,12,4,62.0,0.155,0.9,1.34,1644.0,1023.0,1.24,300.31,523.7,2.1,0.0017
SKD11,carbide,mql,10,4,87.4,0.06,1.71,1.38,2782.0,662.0,1.57,268.85,28.5,23.8,0.1883
FC250,cermet,mql,10,6,185.6,0.103,9.73,4.6,5908.0,3669.0,164.22,5308.44,6.1,4.7,0.2168
SKD11,carbide,water_soluble,20,2,93.1,0.142,2.06,2.01,1482.0,420.0,1.74,560.76,13.8,9.7,0.1874
A5052,cermet,dry,12,6,216.1,0.078,6.65,0.8,5731.0,2695.0,14.41,320.12,26.0,12.3,0.1525
SKD11,hss,dry,8,6,85.3,0.139,0.85,0.75,3394.0,2825.0,1.8,252.58,5.1,6.1,0.6001
SUS304,cermet,oil,10,6,129.1,0.11,2.97,7.15,4110.0,2701.0,57.29,5547.07,8.7,1.8,0.0753
A5052,carbide,mql,25,3,474.3,0.409,9.83,23.16,6039.0,7407.0,1686.03,35546.96,5.1,2.8,0.1424
FC250,cermet,mql,10,3,164.7,0.22,3.28,3.58,5241.0,3460.0,40.62,1480.17,9.6,3.2,0.0971
SUS304,cbn,oil,20,4,88.4,0.033,2.45,0.67,1406.0,184.0,0.3,85.89,226.6,228.6,0.3156
SUS304,cbn,dry,8,2,70.7,0.087,0.93,0.67,2813.0,490.0,0.31,43.24,339.8,163.1,0.1453
FC250,cbn,mql,25,3,117.3,0.127,6.84,14.63,1494.0,567.0,56.74,7254.27,53.8,61.8,0.4402
A5052,hss,dry,10,3,280.9,0.172,4.81,5.52,8942.0,4606.0,122.13,1738.96,5.3,1.4,0.0923
FC250,carbide,oil,16,3,121.0,0.166,9.01,7.73,2407.0,1200.0,83.65,6636.55,22.9,27.0,0.5027
S45C,cermet,water_soluble,16,2,191.1,0.063,3.48,1.98,3801.0,482.0,3.33,278.59,9.5,8.5,0.2133
FC250,carbide,mql,8,2,159.9,0.204,6.45,6.08,6360.0,2597.0,101.82,3057.28,7.9,3.6,0.1277
FC250,cbn,dry,8,3,130.1,0.181,1.59,4.73,5177.0,2817.0,21.19,781.72,33.5,23.8,0.2049
A5052,hss,mql,12,3,422.5,0.162,10.33,27.11,11207.0,5444.0,1525.39,17329.5,5.3,4.9,0.2113
S45C,cbn,water_soluble,10,2,164.1,0.128,5.29,2.98,5223.0,1334.0,21.05,1282.58,15.7,11.2,0.1666
A5052,carbide,dry,16,6,470.3,0.39,12.43,6.89,9356.0,21919.0,1875.5,25523.69,5.2,3.8,0.2033
SKD11,cermet,mql,6,4,87.5,0.07,1.39,0.78,4641.0,1307.0,1.41,145.41,35.0,19.0,0.1516
FC250,carbide,dry,6,6,136.1,0.194,4.16,2.02,7222.0,8404.0,70.41,1862.05,10.8,8.2,0.2256
FC250,cbn,mql,6,2,100.9,0.075,7.51,16.06,5353.0,804.0,97.05,3462.55,112.3,111.5,0.3008
S45C,cermet,dry,12,3,189.3,0.191,7.37,9.57,5021.0,2881.0,203.1,12875.29,4.5,3.1,0.1895
SKD11,hss,mql,12,2,74.1,0.024,0.38,0.84,1966.0,93.0,0.03,7.27,50.5,44.1,0.2423
SKD11,carbide,water_soluble,6,2,66.4,0.108,2.34,6.96,3521.0,762.0,12.41,1683.16,89.7,18.7,0.0642
SUS304,cermet,dry,10,6,68.0,0.078,2.44,2.48,2164.0,1019.0,6.16,1133.48,185.7,2.7,0.0067
FC250,hss,mql,20,6,166.3,0.269,4.63,7.67,2646.0,4271.0,151.87,10960.87,4.6,4.9,0.33
S45C,cbn,water_soluble,8,6,182.5,0.19,4.11,10.71,7261.0,8263.0,363.81,15947.84,9.2,2.5,0.0956
SKD11,hss,oil,25,2,95.6,0.117,1.31,1.22,1217.0,285.0,0.46,179.8,5.4,4.5,0.1917
FC250,cermet,mql,12,2,107.3,0.297,5.82,12.3,2847.0,1690.0,120.91,8112.14,28.3,5.6,0.0659
FC250,cbn,mql,8,4,138.6,0.115,7.67,16.74,5514.0,2530.0,324.8,11249.46,31.0,7.6,0.0859
A5052,cermet,oil,16,3,292.4,0.192,9.79,13.1,5816.0,3358.0,430.44,9422.98,9.7,9.3,0.2301
FC250,cbn,dry,6,2,87.0,0.19,1.3,3.58,4616.0,1755.0,8.21,339.48,145.8,128.8,0.1999
S45C,cermet,oil,8,2,132.0,0.104,3.61,6.99,5253.0,1097.0,27.68,1677.02,24.7,14.4,0.1462
SKD11,cbn,water_soluble,8,2,97.3,0.107,1.83,2.94,3873.0,826.0,4.44,547.83,27.4,8.9,0.0862
FC250,carbide,mql,16,6,83.4,0.084,2.15,0.82,1659.0,839.0,1.48,170.5,201.2,90.8,0.1421
SUS304,cermet,water_soluble,12,6,65.1,0.135,2.27,4.38,1726.0,1403.0,13.96,3218.03,306.9,188.7,0.188
S45C,cbn,oil,20,4,219.9,0.197,6.32,15.66,3500.0,2753.0,272.58,24790.92,4.7,1.9,0.126
SKD11,cermet,oil,6,4,40.9,0.102,0.2,0.5,2168.0,881.0,0.09,19.51,519.1,208.8,0.1138
SUS304,cermet,oil,6,2,79.3,0.06,4.02,11.55,4206.0,502.0,23.29,2203.04,133.3,131.9,0.2895
FC250,cbn,oil,20,4,147.0,0.065,7.11,1.6,2340.0,604.0,6.88,561.37,42.7,46.0,0.3387
A5052,hss,water_soluble,16,4,250.6,0.317,4.82,1.27,4985.0,6313.0,38.76,990.01,4.6,4.6,0.3373
S45C,hss,mql,12,2,150.4,0.203,2.53,2.56,3989.0,1624.0,10.53,840.05,5.5,2.8,0.1258
FC250,hss,dry,25,6,93.3,0.138,2.15,2.72,1188.0,984.0,5.75,924.84,16.9,13.6,0.2366
SUS304,cbn,mql,12,4,95.8,0.119,1.43,3.87,2542.0,1209.0,6.68,1045.82,81.2,53.3,0.2004
SKD11,cbn,oil,6,4,78.4,0.084,2.45,5.09,4158.0,1396.0,17.38,1995.11,74.7,31.0,0.1218
A5052,hss,mql,8,4,378.8,0.433,14.01,29.19,15072.0,26102.0,10673.52,90169.66,4.6,4.9,0.3461
SKD11,cbn,water_soluble,6,2,82.6,0.106,2.2,5.87,4384.0,934.0,12.03,1310.11,51.5,59.3,0.4774
S45C,cermet,dry,20,2,186.2,0.126,3.31,5.23,2963.0,745.0,12.92,1387.45,5.3,6.2,0.4405
SUS304,carbide,mql,8,4,125.1,0.054,0.77,1.52,4978.0,1074.0,1.25,100.13,20.2,12.3,0.1615
FC250,hss,water_soluble,25,3,184.9,0.272,0.6,1.66,2354.0,1920.0,1.93,156.51,4.5,4.8,0.39
SKD11,carbide,dry,12,2,101.2,0.096,2.07,2.36,2684.0,513.0,2.52,448.17,6.3,1.8,0.0968
A5052,cbn,dry,16,3,281.6,0.289,14.16,20.6,5601.0,4864.0,1418.58,32245.16,7.1,8.0,0.3982
FC250,cermet,oil,6,3,132.9,0.18,6.5,15.72,7049.0,3803.0,388.93,10538.13,19.7,13.1,0.1694
FC250,hss,dry,12,2,147.0,0.064,2.11,2.17,3898.0,500.0,2.29,112.23,5.4,1.1,0.075
FC250,carbide,mql,12,3,143.3,0.104,8.9,2.74,3802.0,1186.0,28.91,1451.81,16.0,12.2,0.1888
A5052,cbn,oil,25,6,192.0,0.377,8.76,14.26,2444.0,5524.0,690.19,35951.17,39.9,3.3,0.034
FC250,hss,oil,25,2,108.5,0.157,7.44,14.12,1381.0,432.0,45.43,6282.89,9.9,11.1,0.4803
FC250,carbide,water_soluble,6,3,166.4,0.09,6.51,1.5,8828.0,2389.0,23.31,504.21,13.8,3.7,0.0732
A5052,cermet,oil,25,6,270.4,0.459,14.2,0.68,3443.0,9474.0,91.59,3387.49,7.2,8.0,0.419
A5052,carbide,dry,8,6,477.2,0.12,0.99,2.95,18988.0,13659.0,39.92,267.67,5.1,4.1,0.2288
